i;0;
i;0;
i;1;
i;0;
i;2;
i;1;
i;3;
i;0;
i;4;
i;2;
i;6;
i;1;
i;5;
i;3;
i;7;
e;0;4;4;
e;8;29956;3;
e;4;14980;3;
e;12;44932;3;
e;2;7492;3;
e;10;37444;3;
e;6;22468;3;
e;14;52420;3;
e;1;3748;4;
e;9;33700;3;
e;5;18724;3;
e;13;48676;3;
e;3;11236;3;
e;11;41188;3;
e;7;26212;3;
e;15;56164;3;
